id, user_id,loo_id,issue_type,comment,picture_url,state,source,gender,resolved_at,created_at,updated_at
5260,U2365,42,no water,,,pending,hardware,male,,1455092884560,1459600861381
5261,B3410,98,no water,,,resolved,hardware,female,1454512525652,1453997243839,1457291224143
5262,X4803,7,dirty,,,resolved,app,male,1455117921887,1454598316027,1458437637262
5263,O4147,48,no water,,,resolved,app,male,1456666985563,1456168587978,1457390237189
5264,Y5783,15,no soap,,,pending,hardware,male,,1453444940752,1452664967988
5265,G2519,0,dirty,,,pending,app,male,,1457186546857,1455857784526
5266,C2238,8,no water,,,pending,app,male,,1456049496386,1456141717778
5267,G2722,67,no water,,,pending,app,male,,1460124441361,1459311751221
5268,E2723,85,no soap,,,pending,hardware,female,,1458975134236,1454325515166
5269,C1659,5,broken,,,resolved,app,female,1458958094403,1458868837708,1452805702991
5270,S8599,89,dirty,,,resolved,hardware,female,1457968318739,1457798255510,1453140582696
5271,P5333,19,no soap,,,pending,app,female,,1456361259351,1455254740723
5272,I7123,99,no soap,,,resolved,app,male,1456675812772,1456324738469,1455251220140
5273,U6581,45,broken,,,pending,app,male,,1456136439600,1459111429956
5274,O3657,37,dirty,,,pending,hardware,male,,1452942817047,1453133173689
5275,S4577,40,dirty,,,pending,hardware,male,,1460243164769,1455830429701
5276,S6978,44,no water,,,resolved,hardware,male,1458079704638,1455331955553,1454248201438
5277,E8884,20,broken,,,resolved,hardware,male,1458730019309,1458283661560,1456722286687
5278,F9664,11,no soap,,,resolved,app,female,1453860492277,1453254639904,1452935813916
5279,B1169,10,broken,,,resolved,hardware,male,1454079979169,1453838545502,1455004479012
5280,C7401,19,no soap,,,resolved,hardware,male,1455088614415,1454253453509,1455075978057
5281,M8234,40,no water,,,pending,app,female,,1458838065617,1458185628606
5282,D1790,5,no water,,,pending,hardware,female,,1458501271777,1452751673969
5283,I8721,50,dirty,,,pending,hardware,female,,1453848420211,1458699546433
5284,C737,67,no water,,,pending,app,female,,1454259366404,1452987933841
5285,U5095,99,dirty,,,resolved,app,male,1456824200190,1455776864287,1458320674907
5286,G2569,25,broken,,,resolved,app,male,1459871242289,1459836042813,1456520712513
5287,E2538,89,dirty,,,resolved,app,male,1458645268090,1453505908620,1452946123287
5288,O8335,93,dirty,,,pending,app,male,,1457487442057,1456297520681
5289,Z216,2,dirty,,,pending,hardware,male,,1455930339686,1459843201714
5290,F9769,18,no soap,,,pending,app,male,,1453832421092,1459162489174
5291,E3918,37,no soap,,,resolved,hardware,male,1460914250361,1460146907489,1453573836529
5292,O522,87,no water,,,resolved,hardware,female,1459522886438,1459107704242,1455447432649
5293,W9920,34,dirty,,,resolved,hardware,male,1454554060023,1454133387126,1456335130547
5294,S6433,43,dirty,,,pending,hardware,male,,1459338462644,1453980873431
5295,K9526,28,no soap,,,resolved,app,female,1459926044919,1459742605510,1453590235068
5296,X673,9,no water,,,pending,app,male,,1453001319887,1455731987248
5297,Q5143,99,broken,,,pending,hardware,female,,1455144124122,1455878440169
5298,E4845,85,no water,,,resolved,hardware,male,1457235316140,1453456967756,1459975467687
5299,M2410,13,no soap,,,resolved,app,female,1453417326898,1453305314871,1454784363343
5300,J7740,97,dirty,,,pending,app,male,,1455731562329,1454282271258
5301,J2193,49,broken,,,resolved,hardware,male,1457293339889,1456601672321,1459054766571
5302,K4236,94,broken,,,pending,hardware,male,,1457256330993,1456193310463
5303,Y1472,69,dirty,,,pending,app,female,,1459400235427,1456057282553
5304,C1279,15,no water,,,pending,app,male,,1458868744822,1459705223300
5305,U866,38,dirty,,,resolved,app,female,1460421461473,1459639961773,1457802280707
5306,C5053,76,no soap,,,pending,app,female,,1459756761765,1454975723082
5307,E5959,69,no soap,,,pending,app,male,,1453232921719,1455667403083
5308,M2902,27,no water,,,resolved,app,female,1458124046345,1457896096940,1456274707742
5309,G6800,97,broken,,,resolved,hardware,female,1457419216163,1456704589084,1454777988381
5310,Q5775,35,dirty,,,resolved,hardware,male,1459221693812,1458994978181,1458229109823
5311,F9013,36,broken,,,resolved,app,male,1458999778604,1458930595566,1457444465959
5312,M478,11,broken,,,pending,hardware,female,,1456220112100,1457337250320
5313,A9256,54,broken,,,resolved,hardware,female,1459181377652,1455376598133,1459212116722
5314,E612,62,broken,,,resolved,hardware,female,1453739783444,1453443090786,1458244225348
5315,Q5151,24,dirty,,,resolved,hardware,male,1457762153343,1454594307223,1455435824137
5316,L4400,4,broken,,,resolved,hardware,male,1459001159492,1458549111714,1454684106736
5317,V5222,10,dirty,,,resolved,hardware,female,1458278013080,1458203653365,1454730212213
5318,M1333,9,dirty,,,resolved,app,female,1454921081354,1452859431074,1458976292865
5319,K2329,92,dirty,,,pending,app,male,,1453318345766,1459368679572
5320,T724,86,no soap,,,pending,app,male,,1452696968066,1459965515011
5321,K5294,49,no soap,,,resolved,app,female,1457634061455,1456846450778,1456667335036
5322,N8780,72,broken,,,resolved,hardware,female,1453381031192,1452657179993,1455733644611
5323,D8095,53,broken,,,resolved,app,female,1453728998493,1453215299199,1458976451167
5324,Q2612,61,broken,,,resolved,app,male,1456156057982,1455590295029,1453006697651
5325,M5039,65,dirty,,,pending,app,female,,1455386733327,1458682397874
5326,R9438,9,no soap,,,resolved,app,male,1453732858538,1452982512290,1456843130387
5327,D8610,34,broken,,,resolved,app,female,1455105999824,1453943220480,1459432347649
5328,W2142,19,broken,,,resolved,app,female,1460076134579,1459150274621,1453684650832
5329,D1274,77,broken,,,resolved,hardware,male,1459519087222,1456267334808,1453711154107
5330,R56,24,no water,,,pending,hardware,male,,1456925883458,1456726534166
5331,A677,97,broken,,,resolved,app,male,1459161837752,1454281400078,1452978555994
5332,L2399,93,no water,,,resolved,app,female,1458590018766,1458222363813,1460299942410
5333,R1438,45,no water,,,resolved,app,female,1459710327939,1458956649791,1453071292329
5334,X3181,62,dirty,,,pending,hardware,female,,1459485016192,1455242801191
5335,Z5097,79,no water,,,pending,app,male,,1453243272930,1453589117731
5336,I460,62,no soap,,,pending,hardware,female,,1458017610756,1457212895021
5337,M248,4,broken,,,resolved,app,female,1459183416912,1456062434558,1459144662175
5338,V4621,31,dirty,,,resolved,app,female,1455979607428,1455842469950,1457247212337
5339,M695,46,dirty,,,resolved,app,female,1457591305427,1452650888596,1455050561721
5340,Z8179,6,no water,,,resolved,app,female,1458450921440,1458428492660,1457020659359
5341,Y441,77,no soap,,,pending,hardware,male,,1457816412079,1459528588227
5342,X6167,18,dirty,,,pending,hardware,male,,1453992710491,1454287297874
5343,N2606,57,no water,,,resolved,hardware,female,1455254426387,1454500720231,1454820952357
5344,T738,38,no soap,,,pending,app,female,,1460357806671,1452823979671
5345,I3335,22,dirty,,,pending,app,female,,1460129596019,1455475206760
5346,D3955,5,broken,,,pending,app,male,,1453320542028,1458744689453
5347,X1837,76,no water,,,pending,app,female,,1456807283031,1455241675374
5348,H9702,83,dirty,,,resolved,app,male,1460456360833,1460128762986,1456886512798
5349,Y6455,10,dirty,,,pending,app,male,,1458269953632,1455699450492
5350,N1497,57,dirty,,,resolved,app,male,1458184284823,1457985283576,1458603807118
5351,M6755,17,no soap,,,pending,hardware,female,,1458608436448,1459830027810
5352,X1351,45,dirty,,,resolved,app,male,1458265811813,1453103643796,1458032240331
5353,I9210,32,dirty,,,pending,hardware,female,,1458593629294,1456301914159
5354,U3782,77,no soap,,,pending,hardware,male,,1454253744851,1459753041732
5355,I468,93,dirty,,,resolved,hardware,female,1455042355549,1453268891408,1459829638690
5356,B5762,24,no soap,,,pending,hardware,female,,1458241479504,1459628961081
5357,H3079,79,no water,,,pending,hardware,male,,1454767916706,1455390365924
5358,W369,10,no soap,,,resolved,app,female,1453381989646,1453359523902,1459554907450
5359,A6285,75,no water,,,pending,hardware,female,,1455830450640,1456617070765
5360,K824,81,dirty,,,pending,hardware,female,,1453619703249,1456320214988
5361,R2377,81,dirty,,,resolved,hardware,female,1458716807560,1453709662843,1459737614172
5362,D3881,60,no soap,,,resolved,hardware,female,1453360022662,1453204037405,1454162602199
5363,E3963,59,dirty,,,resolved,app,male,1455559972566,1452753092205,1458366353327
5364,C7093,87,broken,,,resolved,app,female,1453121768155,1452982855991,1458789878820
5365,J1610,12,no soap,,,pending,app,male,,1458950422684,1453314289952
5366,X1394,20,broken,,,pending,hardware,male,,1454555431610,1457345559703
5367,G1417,51,dirty,,,resolved,app,female,1460131007977,1459827485805,1455312299851
5368,W8931,11,no soap,,,pending,app,female,,1456486204936,1456412334049
5369,Z9152,39,no soap,,,pending,hardware,female,,1459279254971,1460171188526
5370,F912,1,no soap,,,resolved,hardware,female,1456760309160,1456104821464,1454004851433
5371,G6136,59,broken,,,resolved,app,male,1457617008933,1454186059664,1459201765286
5372,O1665,3,broken,,,pending,hardware,male,,1458911287280,1456077826841
5373,K3430,76,no soap,,,pending,app,male,,1459928553673,1453109074920
5374,I8018,11,dirty,,,pending,hardware,male,,1460092850202,1453471872843
5375,O4819,8,no soap,,,resolved,hardware,female,1458802319672,1457051232547,1458775496181
5376,K5118,77,broken,,,pending,app,female,,1457147518396,1455722934038
5377,H1357,96,broken,,,resolved,app,female,1460322170890,1459500411490,1455293669433
5378,O1955,97,no water,,,resolved,app,female,1458829935032,1458465871510,1457902807459
5379,D6082,85,broken,,,resolved,hardware,male,1460331813394,1457248282764,1455216486601
5380,M7915,70,broken,,,pending,hardware,female,,1456018115987,1452951450963
5381,X6707,24,dirty,,,resolved,app,female,1459196986243,1458994116982,1459716852232
5382,M4957,94,no soap,,,pending,hardware,male,,1453117326004,1454639216607
5383,G3694,9,broken,,,pending,hardware,male,,1458293565202,1459311115161
5384,T1008,26,dirty,,,pending,app,male,,1452979323255,1456437283512
5385,U3892,64,broken,,,resolved,hardware,male,1454799747871,1453428660537,1460027052513
5386,K5535,70,no soap,,,pending,app,female,,1454972040268,1458563842512
5387,X4567,69,no water,,,pending,app,male,,1457633768172,1458762425744
5388,Y4397,57,dirty,,,resolved,hardware,female,1459607678175,1453719496699,1456878484245
5389,N5280,21,no water,,,resolved,hardware,male,1455264853569,1454487735367,1455919855073
5390,L4258,50,no water,,,pending,hardware,female,,1456909980671,1457218673475
5391,H6177,51,broken,,,pending,hardware,male,,1453147854221,1457052471192
5392,D9333,8,no soap,,,pending,app,female,,1460336502085,1458380861660
5393,K1532,59,broken,,,resolved,hardware,male,1459498188209,1459204143387,1456219774946
5394,Y2279,82,broken,,,pending,hardware,female,,1453500815061,1454307725408
5395,M7669,86,broken,,,resolved,hardware,male,1457584390757,1457411963182,1460154465702
5396,S3974,60,broken,,,pending,app,male,,1456967962694,1453677038882
5397,V9085,15,no soap,,,pending,app,female,,1453585421234,1456994770152
5398,D5011,22,no soap,,,pending,hardware,male,,1454520167447,1460193263687
5399,O9911,15,no soap,,,pending,hardware,male,,1459370652060,1457243383623
5400,F7404,38,broken,,,pending,app,male,,1459792191544,1452873378775
5401,Y5314,70,no water,,,resolved,app,male,1460405348142,1459742400634,1455365085642
5402,V5197,63,no water,,,resolved,hardware,male,1458053895838,1457705777518,1455137012200
5403,K1987,75,no water,,,pending,app,male,,1454626057282,1454274302827
5404,T8887,29,no water,,,resolved,app,female,1459222518143,1458398295640,1459510579268
5405,L1856,98,broken,,,resolved,app,female,1457320922630,1452603640960,1459886852388
5406,N375,3,dirty,,,pending,hardware,female,,1459060033852,1456131542818
5407,X28,91,broken,,,resolved,app,male,1457106541786,1453547897721,1457548026736
5408,L842,44,dirty,,,resolved,hardware,female,1453879490739,1453517221860,1455578588613
5409,B7523,93,broken,,,resolved,hardware,male,1458072500013,1455336472282,1459434956412
5410,Y5772,82,no soap,,,pending,app,female,,1453850793785,1454323296798
5411,E4775,77,no water,,,pending,app,female,,1452710580494,1454240846194
5412,E3142,52,no soap,,,resolved,app,female,1454970403937,1453510634583,1454925789383
5413,B819,63,no soap,,,resolved,hardware,female,1458976833227,1458669424465,1453426619058
5414,C6554,75,no soap,,,pending,hardware,female,,1452647937873,1459126786285
5415,N1460,15,broken,,,resolved,hardware,male,1459804217328,1459135034388,1459601939921
5416,B5862,25,no water,,,resolved,hardware,male,1457675692945,1453054008291,1453983378436
5417,M116,60,no soap,,,resolved,hardware,female,1456705983742,1456633818707,1458615059884
5418,P1360,39,broken,,,resolved,hardware,female,1460009114741,1457568219836,1455478541152
5419,E1807,37,no soap,,,resolved,app,male,1457548387427,1454025096683,1456714016770
5420,O4077,66,dirty,,,pending,hardware,male,,1458835124782,1457114588669
5421,R9810,18,dirty,,,pending,app,male,,1458803091991,1458702436674
5422,D6937,96,broken,,,pending,hardware,female,,1454349088606,1457934429991
5423,Z3414,94,no soap,,,pending,app,male,,1454320358033,1459945760410
5424,X1197,18,no soap,,,pending,app,female,,1458892433744,1456292866744
5425,L6827,36,no water,,,resolved,app,male,1458656249327,1455615878417,1460090364263
5426,X6073,61,dirty,,,resolved,hardware,female,1459223730822,1453345799521,1458799711788
5427,S1242,7,no soap,,,resolved,hardware,male,1455268945595,1454573635623,1456648403607
5428,I6329,76,no water,,,pending,app,male,,1455412627724,1458693434811
5429,G4399,12,dirty,,,resolved,app,female,1457680937852,1454329559448,1454919390617
5430,K6504,60,no soap,,,resolved,hardware,male,1459938374385,1453141878544,1459910855472
5431,K8795,96,broken,,,pending,hardware,male,,1453899016646,1453858652656
5432,Q4110,24,dirty,,,pending,app,male,,1458255044174,1452940437575
5433,C1477,33,broken,,,pending,app,male,,1455575955157,1460086001547
5434,E5310,13,no soap,,,pending,hardware,male,,1458526824182,1453730218151
5435,B1374,8,no water,,,pending,app,female,,1458880594307,1459313263968
5436,V9901,20,no soap,,,pending,app,male,,1454886524644,1456340256728
5437,D1503,32,broken,,,pending,hardware,male,,1457904814830,1453694653199
5438,T9694,9,dirty,,,pending,hardware,male,,1458823583798,1454462922192
5439,S4114,32,no water,,,resolved,app,male,1457390598189,1454313487808,1452797009263
5440,P1581,28,no water,,,resolved,hardware,female,1458630955498,1455523784064,1460301791452
5441,T9345,36,dirty,,,pending,app,male,,1455298332275,1456972170057
5442,X9286,89,broken,,,resolved,hardware,female,1456983307305,1456356478252,1455173146136
5443,Y5459,86,dirty,,,pending,hardware,female,,1460077950389,1459591504577
5444,T5087,73,no water,,,pending,hardware,male,,1453472524781,1455179336115
5445,N556,91,no soap,,,resolved,app,female,1459592021264,1459396713737,1454771638545
5446,X230,57,broken,,,resolved,hardware,male,1458623951545,1458516283461,1454267944623
5447,J8173,74,no soap,,,pending,hardware,female,,1453623261501,1453502616993
5448,D2370,78,no water,,,pending,app,male,,1454075244944,1456587805158
5449,L6433,72,no water,,,pending,app,female,,1452972341076,1459758952104
5450,B6831,19,no soap,,,resolved,app,male,1460009763799,1457387997978,1453046644331
5451,S8724,64,no soap,,,resolved,hardware,male,1458189260569,1457914638309,1456083050704
5452,L7656,16,dirty,,,pending,hardware,female,,1453529687073,1457800561067
5453,I1764,55,dirty,,,resolved,hardware,male,1458530273370,1457781846569,1460082844830
5454,V9950,17,no soap,,,resolved,app,female,1456900967661,1453198866387,1456182762461
5455,U1859,28,no soap,,,resolved,app,female,1460380826103,1460265517874,1455463977866
5456,V1929,73,no soap,,,resolved,hardware,female,1460738254724,1460178993322,1459873918360
5457,O2430,99,broken,,,resolved,hardware,female,1454386305398,1453944456948,1454073400323
5458,V6041,46,no soap,,,resolved,hardware,male,1459690419976,1459671042234,1455290920369
5459,U9251,31,no soap,,,pending,app,male,,1454852003889,1453849110234
5460,E279,28,broken,,,resolved,hardware,male,1459488623105,1457336377024,1455457782438
5461,Q551,42,broken,,,pending,app,female,,1454131720551,1458597937612
5462,E4058,55,broken,,,pending,hardware,male,,1459491912221,1454552908106
5463,E2253,78,no water,,,resolved,hardware,female,1456221260493,1456169557061,1454509918750
5464,F961,95,no soap,,,resolved,app,female,1453502361495,1452611870720,1454879723113
5465,S2002,64,no water,,,resolved,app,female,1457141233551,1454395930211,1455654197127
5466,P4570,26,no water,,,pending,hardware,male,,1459222708840,1457225927581
5467,D1475,48,broken,,,resolved,app,female,1457430419167,1453607328043,1459575585501
5468,C3133,67,dirty,,,pending,app,male,,1456227579340,1459930767245
5469,K4011,53,no water,,,pending,hardware,male,,1454599733291,1453214434626
5470,B4303,50,no soap,,,pending,app,female,,1457227734147,1455968606284
5471,I8924,52,broken,,,resolved,hardware,female,1459244876809,1456006732881,1455722894280
5472,Y4688,91,broken,,,resolved,app,male,1458482008142,1457827977030,1457322971796
5473,M7646,49,no water,,,resolved,hardware,male,1457066500480,1456052579270,1457025990840
5474,G5705,94,dirty,,,resolved,hardware,male,1455966274730,1455644110952,1454416286470
5475,C798,93,no soap,,,pending,app,male,,1457538899288,1457701541645
5476,Q751,5,no water,,,pending,app,female,,1454447950733,1457193008845
5477,W153,29,no water,,,resolved,app,female,1455010434086,1453972949940,1460101537213
5478,X7338,27,dirty,,,resolved,hardware,female,1459824157219,1454013890056,1460089786142
5479,P2384,49,dirty,,,resolved,app,female,1455125138970,1453927262183,1457472114659
5480,R3435,29,dirty,,,pending,hardware,male,,1459097320502,1457141188503
5481,H1940,88,no water,,,resolved,app,male,1459521951684,1458005019605,1458970239980
5482,S5781,95,no soap,,,pending,hardware,female,,1452906718815,1454778186090
5483,F4207,31,dirty,,,resolved,hardware,female,1457586644753,1453100405937,1453606483794
5484,T3593,96,no soap,,,pending,hardware,female,,1455949599756,1458052967894
5485,I3167,66,broken,,,resolved,app,male,1460272497987,1459910007446,1455620195726
5486,J9481,12,broken,,,resolved,hardware,female,1457319718636,1456773607125,1458931726430
5487,P4112,4,no water,,,resolved,hardware,female,1458353389349,1453515400649,1458293567554
5488,G9024,3,no soap,,,pending,app,female,,1452728966667,1460272668085
5489,O3052,8,dirty,,,pending,app,female,,1458302597981,1454870197196
5490,O9518,9,no soap,,,pending,app,female,,1456297857751,1456205885031
5491,Q9687,43,dirty,,,resolved,app,male,1458819257119,1453121215012,1455139522246
5492,W2007,94,broken,,,pending,app,female,,1457425240218,1456545313949
5493,W7470,69,broken,,,resolved,hardware,male,1453492234096,1453173956149,1452990559256
5494,V4959,95,dirty,,,resolved,hardware,male,1456601933437,1456600045493,1453353024140
5495,V1510,77,broken,,,resolved,app,female,1456706532868,1456395070575,1454791634601
5496,B3551,48,no soap,,,pending,app,female,,1457361352968,1455279213429
5497,M6258,36,no soap,,,resolved,app,male,1459231824336,1453390346429,1460365777624
5498,D2857,62,broken,,,resolved,app,male,1458372866611,1457540974270,1457053516610
5499,F2890,96,dirty,,,resolved,app,male,1458732912485,1458338193682,1455505163577
5500,D9836,88,no soap,,,resolved,app,female,1455225435897,1453011549000,1458494755100
5501,T1788,57,no water,,,resolved,app,female,1457889981359,1457732508749,1454689382228
5502,L8243,6,no water,,,pending,app,female,,1453486893465,1459967651728
5503,X7810,3,dirty,,,resolved,hardware,female,1457981665259,1457307768708,1457127049811
5504,F9498,39,dirty,,,pending,hardware,female,,1454454659568,1455897710883
5505,P1028,60,no soap,,,pending,hardware,female,,1453302355306,1454732555490
5506,J6494,88,no soap,,,pending,app,male,,1453396073701,1458414017123
5507,K272,58,dirty,,,pending,hardware,female,,1455838495441,1459921218735
5508,I1038,39,no soap,,,pending,app,female,,1453818393199,1459343602382
5509,D2465,12,no water,,,resolved,app,male,1456078982722,1454033682540,1458520173903
5510,I6639,6,no water,,,pending,hardware,male,,1455978167571,1459464113202
5511,J4149,38,no soap,,,pending,app,female,,1456110650728,1459464392045
5512,S5642,98,dirty,,,resolved,app,female,1459432069721,1458806956429,1452674090061
5513,H6277,33,no soap,,,pending,hardware,female,,1458204036973,1454117329040
5514,X8603,67,broken,,,pending,hardware,female,,1459394275715,1453187204821
5515,B5031,94,no soap,,,resolved,app,female,1458665795865,1457969226793,1455270766303
5516,A5942,16,broken,,,pending,hardware,male,,1453656362023,1457695792694
5517,J5739,73,broken,,,pending,app,female,,1452715375989,1457977550249
5518,F3586,14,no soap,,,pending,hardware,female,,1458385091037,1459019833249
5519,U1509,71,no water,,,resolved,app,male,1457727604515,1453317340334,1457585216152
5520,M3659,86,no soap,,,resolved,hardware,male,1456504270829,1456057122859,1459725501253
5521,V6719,28,broken,,,pending,app,female,,1459813538530,1452900100316
5522,O2096,29,dirty,,,pending,app,female,,1454465540529,1459492862920
5523,Q4590,42,no soap,,,resolved,hardware,male,1456195804125,1453971426008,1459204065972
5524,X6066,16,no water,,,pending,app,female,,1457453052370,1454047086679
5525,W6476,6,broken,,,resolved,hardware,male,1460391137706,1459913117468,1456158016277
5526,G6673,31,broken,,,pending,hardware,female,,1452745029201,1455523959535
5527,T989,1,no water,,,resolved,app,female,1458903985072,1456177086877,1453543809641
5528,K4989,55,broken,,,resolved,hardware,male,1456847130675,1456375556380,1460348076195
5529,E6923,60,no water,,,pending,hardware,female,,1454806963066,1458100620949
5530,X8306,63,no water,,,pending,app,female,,1453998326509,1459177790480
5531,C5801,32,no water,,,pending,app,female,,1454894310160,1459776172494
5532,R1333,22,broken,,,pending,app,female,,1455538289553,1454651443771
5533,S5865,93,dirty,,,resolved,hardware,female,1460091098030,1453619645294,1455439942878
5534,X1888,60,broken,,,pending,app,female,,1457170476784,1454133221521
5535,Z92,60,no soap,,,pending,hardware,male,,1456990745521,1456921385194
5536,P1796,82,dirty,,,resolved,hardware,male,1460245786138,1459783716405,1459989589698
5537,F4169,34,no soap,,,resolved,hardware,female,1456955261144,1456868670968,1452713327070
5538,I4139,48,no soap,,,pending,hardware,male,,1456963058330,1459855579557
5539,G4018,84,no water,,,pending,hardware,male,,1455081473270,1457559012863
5540,M1379,30,no water,,,resolved,app,male,1459290764777,1458618196939,1454827025519
5541,F43,0,broken,,,pending,hardware,female,,1456760818761,1460340371550
5542,O1531,77,dirty,,,pending,app,male,,1455683538398,1456216558562
5543,Y7796,27,dirty,,,resolved,hardware,female,1453886288403,1453742902041,1458147519256
5544,E7559,78,no soap,,,pending,app,male,,1455952528205,1455750054721
5545,A700,2,broken,,,resolved,hardware,female,1456193903899,1455364344245,1459821024172
5546,H3943,18,no soap,,,pending,app,male,,1455941412221,1456229819683
5547,S4788,57,no water,,,resolved,hardware,male,1458831359909,1458798377507,1459577818832
5548,K6056,14,no water,,,resolved,hardware,male,1458955766262,1455228797611,1452752298627
5549,A5360,52,no soap,,,pending,hardware,female,,1456683055326,1459975805575
5550,X498,54,broken,,,pending,app,male,,1455258274402,1456148187295
5551,Z6891,37,no soap,,,pending,app,female,,1457667661368,1457821207653
5552,C8994,0,no soap,,,resolved,hardware,male,1456741899692,1456246655427,1453028698754
5553,I4765,90,no water,,,pending,hardware,female,,1458039808541,1455219687242
5554,T3159,6,broken,,,resolved,hardware,female,1456769998424,1453064593215,1457383634249
5555,L9424,71,no soap,,,pending,app,male,,1452860363557,1458233100028
5556,I4304,88,dirty,,,resolved,hardware,female,1458601246081,1454935865760,1454754416268
5557,J4121,19,no water,,,pending,hardware,male,,1459037359924,1458640875868
5558,N1302,84,dirty,,,pending,app,female,,1459747145832,1453441245802
5559,K6619,85,no water,,,pending,hardware,female,,1459744665383,1457231737909
5560,Z2070,29,no water,,,pending,app,male,,1459717379062,1454646018860
5561,F5525,80,broken,,,resolved,hardware,male,1457599985386,1457482997810,1459160675287
5562,S79,18,broken,,,resolved,hardware,female,1457831883613,1457772419568,1453100402301
5563,B8282,80,dirty,,,pending,app,male,,1456963716348,1459703929330
5564,U7310,69,no soap,,,resolved,hardware,male,1456783033782,1456119004893,1458149885091
5565,F6971,28,no soap,,,resolved,app,male,1458889495296,1458075549094,1454760662390
5566,D3023,92,dirty,,,resolved,app,male,1458914476261,1452975011841,1454526164041
5567,C4899,1,no soap,,,resolved,hardware,male,1461113077014,1460252387631,1456107017059
5568,Q9349,38,no soap,,,resolved,hardware,male,1458918367607,1458248507596,1455255722410
5569,I2294,74,no water,,,resolved,app,female,1457022265247,1454455055366,1459281085892
5570,O9386,30,no soap,,,resolved,app,male,1459027783158,1455992661376,1454667549252
5571,X59,53,no water,,,resolved,hardware,female,1458967151022,1458472134304,1457629223253
5572,K2807,47,no water,,,pending,hardware,female,,1457323608281,1453301024358
5573,B7904,2,dirty,,,pending,hardware,male,,1459523392609,1457110670210
5574,T2824,29,broken,,,resolved,app,male,1455180437655,1453604201696,1453447139367
5575,J854,36,dirty,,,pending,hardware,female,,1452764728914,1457487102396
5576,P4201,99,dirty,,,pending,hardware,female,,1458263971630,1456154149803
5577,Z1473,60,dirty,,,resolved,app,male,1458397928954,1457905163844,1453884639321
5578,Y1475,76,no soap,,,resolved,app,female,1456699234607,1454535018309,1455785060044
5579,I3263,32,dirty,,,pending,app,male,,1453010951800,1455224488573
5580,R9190,80,no water,,,resolved,hardware,male,1457363926316,1457169330638,1459726165621
5581,X7606,29,no water,,,pending,app,male,,1455504467689,1453233477056
5582,H3087,29,no water,,,resolved,app,male,1457718762492,1456927636957,1455744867920
5583,S4601,74,dirty,,,pending,hardware,male,,1455156446401,1458867200896
5584,F1868,3,dirty,,,pending,hardware,male,,1457110520201,1459328701346
5585,C3535,30,broken,,,pending,app,male,,1452812132774,1457465564975
5586,M347,89,no soap,,,resolved,hardware,male,1454314121767,1453266872698,1455458405989
5587,N9238,17,broken,,,pending,hardware,male,,1457326708706,1453027189750
5588,D6936,32,dirty,,,pending,app,female,,1456803502908,1454732604404
5589,Q8348,99,no water,,,pending,app,female,,1456798989716,1456103484804
5590,E8360,69,dirty,,,pending,hardware,female,,1456132263027,1458611973366
5591,O3063,63,dirty,,,pending,hardware,female,,1460036469860,1458180308710
5592,T8031,88,broken,,,pending,hardware,male,,1454105805133,1454155748422
5593,H5834,80,broken,,,pending,app,female,,1458941734013,1456997791669
5594,F5591,34,dirty,,,resolved,app,female,1459332615431,1453146725052,1459845596929
5595,X757,12,broken,,,resolved,hardware,female,1457943458386,1457527335088,1459781802750
5596,V7519,50,dirty,,,resolved,app,male,1456077137859,1454165797221,1457915737613
5597,Q2762,50,broken,,,resolved,app,female,1458181949668,1458002982667,1458008186038
5598,M9609,83,no water,,,pending,app,female,,1454639934532,1459565762480
5599,Y9022,56,no soap,,,resolved,hardware,male,1458511268545,1458040233048,1454190852503
5600,L3606,34,no soap,,,pending,hardware,female,,1453020396143,1454761319441
5601,N6707,49,dirty,,,pending,hardware,male,,1452680528431,1460114848429
5602,F9537,5,broken,,,resolved,hardware,male,1460068840591,1459696786830,1456576221625
5603,B467,23,dirty,,,resolved,hardware,female,1456356743313,1456159829671,1459799906569
5604,G1953,91,no soap,,,pending,hardware,male,,1458105861841,1459919791981
5605,N2456,17,no soap,,,resolved,hardware,female,1458319643310,1457951703502,1454143057748
5606,D5964,10,no soap,,,pending,hardware,male,,1459890860690,1459620083448
5607,X657,11,no soap,,,resolved,app,female,1454023497613,1453799868522,1459062605360
5608,E2568,3,no soap,,,pending,hardware,female,,1458599485161,1459195134147
5609,J2636,5,no soap,,,pending,hardware,male,,1456472904882,1458150981038
5610,M1893,26,no water,,,resolved,app,male,1456823269365,1455992565716,1460014221897
5611,E7055,78,no water,,,resolved,app,male,1460057030242,1453632931072,1457382570302
5612,O2361,0,no water,,,resolved,hardware,female,1460003074956,1459500419017,1454652807620
5613,L2212,22,dirty,,,pending,app,male,,1455535652271,1457130663149
5614,W8866,2,no soap,,,resolved,hardware,female,1460320731778,1459812445637,1455887355819
5615,T7719,78,broken,,,resolved,app,female,1460240451049,1459442765471,1456381649347
5616,F1106,90,broken,,,pending,app,male,,1454352958006,1455714941663
5617,S3756,21,no soap,,,pending,hardware,female,,1454893012500,1458709183649
5618,U5092,42,no water,,,pending,app,female,,1460119257690,1454087689873
5619,I4199,13,dirty,,,resolved,hardware,female,1454358877285,1453158453736,1453250983418
5620,Q4243,90,dirty,,,resolved,app,female,1458676496728,1458255549918,1460333603143
5621,I4031,83,no water,,,pending,hardware,female,,1456548939092,1456857221669
